	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1236	0	0	0	0	92	0	0	83	0	0	0	0	0	0	47.1	225.640903298536	2.03040091786553	0.165231918683041	1	0.268767799059538
Uncharacterized_sugar_kinase_cluster_(ygc)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	5	0	0	0	58	0	0	106	0	0	0	0	0	0	45.2	216.739379487646	2.02636909363128	0.16563792955365	1	0.268851286084939
Sugar-phosphate_stress_regulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	14	0	0	23	0	0	0	0	0	0	10.8333333333333	52.5711887354421	1.97517149875946	0.170899167748948	1	0.276798224687399
Putative_diaminopropionate_ammonia-lyase_cluster	0	0	0	0	0	0	8	34	0	0	33	0	19	0	0	2	3723	59	0	0	0	181	0	0	150	0	0	0	0	0	0	140.3	678.019995127801	1.93248744894344	0.175439742076317	1	0.283546534102021
Curli_production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	5	0	0	20	0	0	0	0	0	0	8.03333333333333	39.4553290254402	1.92499136895309	0.176252087436664	1	0.28425336654679
Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	339	0	0	0	0	21	0	0	15	0	0	0	0	0	0	12.5666666666667	61.826611463491	1.91794230029326	0.177020136356619	1	0.284885909465641
F_plasmid_replication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	22	0	0	55	0	0	0	0	0	0	25.7333333333333	126.854228949211	1.90990488369502	0.177900811450366	1	0.285397264679363
Fatty_acid_metabolism_cluster	0	0	0	38	0	0	33	0	48	0	0	0	31	49	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	7.13333333333333	15.2964574067136	1.90596068534371	0.178334921045455	1	0.285397264679363
The_fimbrial_Sfm_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	643	0	0	0	0	70	0	0	0	0	0	0	0	0	0	23.8333333333333	117.636518882159	1.90475915893751	0.17846741881005	1	0.285397264679363
Ycd_cluster_(_putative_2-hydroxyacid_dehydrogenase_)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	20	0	0	14	0	0	0	0	0	0	11.8	58.3741794596396	1.89558847363132	0.179482643308134	1	0.286416512900138
Pseudaminic_Acid_Biosynthesis	98	73	66	167	58	59	313	0	139	0	374	486	249	0	96	0	0	0	52	200	0	0	0	11	0	0	286	649	75	239	62.5	123	163.295796765806	1.88221433164657	0.180975760910221	1	0.288192493214175
YjbEFGH_Locus_Involved_in_Exopolysaccharide_Production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	43	0	0	6	0	0	0	0	0	0	17.8	88.5914294912908	1.87121637520096	0.182214879214824	1	0.289510641671639
Quorum_sensing_in_Yersinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2.53333333333333	12.6183591843689	1.86810411212075	0.18256739672697	1	0.289510641671639
Carnitine_Metabolism_in_Microorganisms	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1120	0	0	0	0	23	0	9	86	0	0	0	0	0	0	41.5	204.331331673457	1.84011506497578	0.185775111392307	1	0.293982326587409
O-antigen_capsule_important_for_environmental_persistence	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	1566	0	0	0	0	11	0	0	127	0	0	0	0	0	0	57	285.944050471417	1.83534032015922	0.186329138846108	1	0.294244765094478
Conjugative_transfer	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8313	0	0	0	0	5	0	0	738	0	0	0	0	0	0	301.933333333333	1519.0256617054	1.82869228062596	0.187103879636885	1	0.294853930903865
A_toxin-antitoxin_module_cotranscribed_with_DinB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5.96666666666667	30.1450325676677	1.81235307783213	0.189024714330585	1	0.295504621611521
Putative_hemin_transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	24	0	0	0	3	0	0	38	0	0	0	0	0	0	32.2333333333333	164.470243264672	1.77458150555543	0.193557940729501	1	0.295504621611521
Putrescine_utilization_pathways	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1288	0	0	0	0	33	0	0	52	0	0	0	0	0	0	45.9333333333333	234.84887779655	1.76696531455734	0.194488031105237	1	0.295504621611521
D-galactonate_catabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556	0	0	0	0	81	0	0	15	0	0	0	0	0	0	55.0666666666667	283.874174814189	1.73631056019171	0.198287350683398	1	0.295504621611521
ESAT-6_proteins_secretion_system_in_Firmicutes	0	3628	0	0	20	16	0	0	0	0	0	0	0	0	0	0	0	78	56	248	0	0	17	0	0	27	0	0	0	0	0	136.333333333333	661.168731833276	1.73472178447498	0.198486729275858	1	0.295504621611521
Conserved_cluster_around_inner_membrane_protein_gene_yghQ,_probably_involved_in_polysaccharide_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	52	0	0	0	0	0	0	30	154.786616190561	1.73312874059312	0.198686890405166	1	0.295504621611521
Phenylpropionate_Degradation	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	449	0	0	0	0	24	0	0	0	0	0	0	0	0	0	15.8666666666667	81.9237380163693	1.7304873125616	0.199019323752012	1	0.295504621611521
Mediator_of_hyperadherence_YidE_in_Enterobacteria_and_its_conserved_region	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	991	0	0	0	0	37	0	0	19	0	0	0	0	0	0	34.9666666666667	180.720298906298	1.72686429877915	0.199476403961581	1	0.295504621611521
Experimental-PTPS	0	0	0	18392	0	0	0	0	0	0	0	17446	0	0	14146	0	0	0	0	16325	0	0	0	0	0	0	0	11469	0	0	0	2592.6	5986.0015991334	1.72380076827095	0.199863905282247	1	0.295504621611521
Phage_Dual_Exonuclease_Exclusion	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	129	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4.73333333333333	23.5283150521962	1.71156625656573	0.2014206776222	1	0.295504621611521
Resistance_to_Vancomycin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	14	0	0	0	0	0	9.23333333333333	47.9968988461815	1.70587639002661	0.202149756005052	1	0.295504621611521
Bacteriophage_P4_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	0	35	0	0	0	0	0	0	0	0	0	23.9333333333333	124.641536590649	1.69918156484425	0.203011766668637	1	0.295504621611521
GABA_and_putrescine_metabolism_from_cluters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1044	0	0	0	0	33	0	0	12	0	0	0	0	0	0	36.4666666666667	190.398807105314	1.69000700315663	0.204200422580998	1	0.295504621611521
Conserved_cluster_in_Enterobacteriaceae_downstream_from_YqjA,_a_DedA_family_protein	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1260	0	0	0	0	39	0	0	17	0	0	0	0	0	0	44	229.792860247419	1.67821869212647	0.205740326659274	1	0.295504621611521
Colonization_factor_antigen_I_fimbriae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	884	0	0	0	0	20	0	0	17	0	0	0	0	0	0	30.7666666666667	161.218567282995	1.67713190480415	0.205883012899816	1	0.295504621611521
Multiple_Antibiotic_Resistance_MAR_locus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	2	0	0	8	0	0	0	0	0	0	8.06666666666667	42.3205610201173	1.67285884313259	0.206445215395415	1	0.295504621611521
Pseudouridine_catabolism	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	378	0	0	40	0	20	0	0	27	0	14	0	0	0	0	16.2666666666667	68.970725090724	1.66933165919981	0.206910710936563	1	0.295504621611521
Yfa_cluster	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	817	0	0	0	0	25	0	0	0	0	0	0	0	0	0	28.3333333333333	149.030738170151	1.66373432007847	0.207652074628941	1	0.295504621611521
Capsular_Polysaccharide_(CPS)_of_Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	27	0	0	0	0	0	0	0	0	0	23.1333333333333	121.706751387642	1.66293683643733	0.207757967515438	1	0.295504621611521
Glycine_Biosynthesis	32220	28510	25806	22478	23505	29066	27167	32550	29253	29766	26509	39400	51077	14297	26089	41417	32083	40815	31870	28827	25889	30719	28593	19976	26426	31080	22133	23564	26993	21613	28551.5	28989.7	7164.56782222838	1.6591429127238	0.208262653319119	1	0.295504621611521
Periplasmic_Acid_Stress_Response_in_Enterobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	13	0	0	0	0	0	0	0	0	0	11.7666666666667	62.0387439196381	1.65538490248842	0.20876405566425	1	0.295504621611521
Type_III_secretion_systems	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1374	11	0	0	0	39	0	0	0	0	0	0	0	0	0	47.5333333333333	250.636394601523	1.65509169514265	0.208803238759013	1	0.295504621611521
Allantoin_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	0	0	0	0	9	0	0	29	0	0	0	0	0	0	39.2	207.602637681735	1.63982119354495	0.210856558904316	1	0.295504621611521
CBSS-243277.1.peg.4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8.26666666666667	44.1587522728943	1.61021293572034	0.214909517041906	1	0.295504621611521
The_fimbrial_Stf_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	2	0	0	11	0	0	0	0	0	0	21.2666666666667	114.045040507546	1.59701295389304	0.216747546892577	1	0.295504621611521
Salmonella_invasion_locus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6.8	36.496953108539	1.59413374192842	0.217151054851538	1	0.295504621611521
Siderophore_Aerobactin	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1862	0	0	0	0	0	0	0	29	0	0	0	0	0	0	63.1333333333333	339.793013397896	1.58478936239077	0.218467079820893	1	0.295504621611521
Commensurate_regulon_activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	18	0	0	14	0	0	9	0	0	0	0	0	0	12.5	60.8756505311131	1.58163530631334	0.218913524244877	1	0.295504621611521
Osmoprotectant_ABC_transporter_YehZYXW_of_Enterobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	7	0	0	0	0	0	0	15.7333333333333	84.8625392897988	1.57756159736717	0.219491824851126	1	0.295504621611521
Phage_shock_protein_(psp)_operon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7.16666666666667	38.690712895575	1.5745390917883	0.219922127839226	1	0.295504621611521
Biofilm_Adhesin_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	9	0	0	0	0	0	0	24.7	133.597736404528	1.56832835779787	0.220809632598734	1	0.295504621611521
Siderophore_assembly_kit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2517	0	0	0	0	0	0	0	29	0	0	0	0	0	0	84.8666666666667	459.387127957819	1.5657410189787	0.221180677221888	1	0.295504621611521
Phage_Ea_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10.7333333333333	58.2248515097577	1.5586612214511	0.222199960149714	1	0.295504621611521
ABC-type_iron_transport_system	0	0	0	0	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.2	324.251754043058	1.52727272727273	0.226790335290476	1	0.295504621611521
2-Ketogluconate_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	18.6225669551756	1.52727272727273	0.226790335290476	1	0.295504621611521
Aminoglycoside_adenylyltransferases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0.3	1.6431676725155	1.52727272727273	0.226790335290477	1	0.295504621611521
ClpS__and_metallo-protease_cluster_in_Cyanos_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4333333333333	100.963524766786	1.52727272727273	0.226790335290477	1	0.295504621611521
Copper_homeostasis:_copper_tolerance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	26.7666666666667	146.607071225549	1.52727272727273	0.226790335290477	1	0.295504621611521
Type_4_conjugative_transfer_system,_IncI1_type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.1	707.109821739169	1.52727272727273	0.226790335290477	1	0.295504621611521
alpha-Fimbriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	1.86666666666667	10.2241544067631	1.52727272727273	0.226790335290477	1	0.295504621611521
Natural_DNA_Transformation_in_Vibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533333333333333	2.92118697336089	1.52727272727273	0.226790335290477	1	0.295504621611521
Siderophore_Yersiniabactin_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0.466666666666667	2.55603860169078	1.52727272727273	0.226790335290477	1	0.295504621611521
Triacylglycerol_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46666666666667	46.3738432021041	1.52727272727273	0.226790335290477	1	0.295504621611521
2-phosphoglycolate_salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	31.2201857777945	1.52727272727273	0.226790335290477	1	0.295504621611521
Adhesins_in_Staphylococcus	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.912870929175277	1.52727272727273	0.226790335290477	1	0.295504621611521
At1g54520	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3333333333333	73.0296743340221	1.52727272727273	0.226790335290477	1	0.295504621611521
Catechol_branch_of_beta-ketoadipate_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	4.06666666666667	22.2740506718768	1.52727272727273	0.226790335290477	1	0.295504621611521
CBSS-288000.5.peg.1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21033	0	0	701.1	3840.08285066872	1.52727272727273	0.226790335290477	1	0.295504621611521
CBSS-323850.3.peg.3269	0	0	0	0	27661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922.033333333333	5050.18455438347	1.52727272727273	0.226790335290477	1	0.295504621611521
CBSS-370552.3.peg.1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.730296743340221	1.52727272727273	0.226790335290477	1	0.295504621611521
DNA_phosphorothioation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0.233333333333333	1.27801930084539	1.52727272727273	0.226790335290477	1	0.295504621611521
Glycerate_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24897	0	0	829.9	4545.54950473537	1.52727272727273	0.226790335290477	1	0.295504621611521
L-2-amino-thiazoline-4-carboxylic_acid-Lcysteine_conversion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0.333333333333333	1.82574185835055	1.52727272727273	0.226790335290477	1	0.295504621611521
Octadecanoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333333333333	4.56435464587638	1.52727272727273	0.226790335290477	1	0.295504621611521
Protocatechuate_branch_of_beta-ketoadipate_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	4.06666666666667	22.2740506718768	1.52727272727273	0.226790335290477	1	0.295504621611521
Toxin-antitoxin_replicon_stabilization_systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.26666666666667	45.2783980870937	1.52727272727273	0.226790335290477	1	0.295504621611521
Two_partner_secretion_pathway_(TPS)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	4.38178046004133	1.52727272727273	0.226790335290477	1	0.295504621611521
Adaptation_to_d-cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26666666666667	28.8467213619387	1.52727272727273	0.226790335290477	1	0.295504621611521
CBSS-316407.3.peg.2816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	219.089023002066	1.52727272727273	0.226790335290477	1	0.295504621611521
Major_Outer_Membrane_Proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.166666666667	1282.58365549126	1.52727272727273	0.226790335290477	1	0.295504621611521
O-Methyl_Phosphoramidate_Capsule_Modification_in_Campylobacter	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5666666666667	63.3532424847642	1.52727272727273	0.226790335290477	1	0.295504621611521
Widespread_colonization_island	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233333333333333	1.27801930084539	1.52727272727273	0.226790335290477	1	0.295504621611521
Accessory_colonization_factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5333333333333	128.897375199549	1.52727272727273	0.226790335290477	1	0.295504621611521
Autotransporter_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73333333333333	42.3572111137328	1.52727272727273	0.226790335290477	1	0.295504621611521
Chlorophyll_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0.466666666666667	2.55603860169078	1.52727272727273	0.226790335290477	1	0.295504621611521
COG3380_COG2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33333333333333	45.6435464587638	1.52727272727273	0.226790335290477	1	0.295504621611521
Core_Oligosaccharide_Glycosylation_in_Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56666666666667	8.5809867342476	1.52727272727273	0.226790335290477	1	0.295504621611521
CRISPRs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	1.6431676725155	1.52727272727273	0.226790335290477	1	0.295504621611521
DNA_repair,_bacterial_DinG_and_relatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2	83.2538287407853	1.52727272727273	0.226790335290477	1	0.295504621611521
Formaldehyde_assimilation:_Ribulose_monophosphate_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0.266666666666667	1.46059348668044	1.52727272727273	0.226790335290477	1	0.295504621611521
Fructoselysine_(Amadori_product)_utilization_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0.6	3.286335345031	1.52727272727273	0.226790335290477	1	0.295504621611521
Glutaredoxin_3_and_Glutathione_synthetase_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	14.2407864951343	1.52727272727273	0.226790335290477	1	0.295504621611521
HMG_CoA_Synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	37	202.657346276911	1.52727272727273	0.226790335290477	1	0.295504621611521
Listeria_bile_tolerance_locus_BltB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0.333333333333333	1.82574185835055	1.52727272727273	0.226790335290477	1	0.295504621611521
MexA-MexB-OprM_Multidrug_Efflux_System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0.3	1.6431676725155	1.52727272727273	0.226790335290477	1	0.295504621611521
Naphtalene_and_antracene_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13333333333333	17.1619734684952	1.52727272727273	0.226790335290477	1	0.295504621611521
Protein_Acetylation_and_Deacetylation_in_Bacteria	0	0	0	0	10577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352.566666666667	1931.08716357738	1.52727272727273	0.226790335290477	1	0.295504621611521
Recycling_of_Peptidoglycan_Amino_Sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.4	747.093568437047	1.52727272727273	0.226790335290477	1	0.295504621611521
Salmochelin-mediated_Iron_Acquisition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10.9544511501033	1.52727272727273	0.226790335290477	1	0.295504621611521
SLO-NADGH_Locus	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	1.09544511501033	1.52727272727273	0.226790335290477	1	0.295504621611521
Small_acid-soluble_spore_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.133333333333333	0.730296743340221	1.52727272727273	0.226790335290477	1	0.295504621611521
Taurine_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6666666666667	58.4237394672177	1.52727272727273	0.226790335290477	1	0.295504621611521
tRNA_modification_yeast_cytoplasmic	0	0	0	37745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258.16666666667	6891.26264434416	1.52727272727273	0.226790335290477	1	0.295504621611521
Zinc_resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0.166666666666667	0.912870929175277	1.52727272727273	0.226790335290477	1	0.295504621611521
At1g26220_At1g32070	0	0	0	0	14166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472.2	2586.34591653939	1.52727272727273	0.226790335290477	1	0.295504621611521
ATP-dependent_efflux_pump_transporter_Ybh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.6666666666667	173.445476543303	1.52727272727273	0.226790335290477	1	0.295504621611521
Benzoate_transport_and_degradation_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76666666666667	53.4942364496712	1.52727272727273	0.226790335290477	1	0.295504621611521
CBSS-159087.4.peg.2189	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566666666666667	3.10376115919594	1.52727272727273	0.226790335290477	1	0.295504621611521
Quinone_oxidoreductase_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16666666666667	28.2989988044336	1.52727272727273	0.226790335290477	1	0.295504621611521
Rcs_phosphorelay_signal_transduction_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5666666666667	479.62238618869	1.52727272727273	0.226790335290477	1	0.295504621611521
Tolerance_to_colicin_E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.9	530.743158222506	1.52727272727273	0.226790335290477	1	0.295504621611521
Acyl-CoA_thioesterase_II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	20.2657346276911	1.52727272727273	0.226790335290477	1	0.295504621611521
Phage_entry_and_exit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.133333333333	893.518065476761	1.52727272727273	0.226790335290477	1	0.295504621611521
Proton-dependent_Peptide_Transporters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.566666666667	1662.70311039985	1.52727272727273	0.226790335290477	1	0.295504621611521
Siderophore_Staphylobactin	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366666666666667	2.00831604418561	1.52727272727273	0.226790335290477	1	0.295504621611521
Xanthosine_utilization_(xap_region)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5333333333333	397.28142837708	1.52727272727272	0.226790335290477	1	0.295504621611521
