	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	chi-squared_stat	p	bonferroni_p	BH_p
Ribosome_LSU_mitochondrial	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0.333333333333333	1.06133726101046	6.4285714285714	0.0401840264510742	1	0.0601179415039812
A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	80	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4.2	15.8884039258305	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Allantoin_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	0	0	0	0	9	0	0	29	0	0	0	0	0	0	39.2	207.602637681735	6.42329778506971	0.0402901243852539	1	0.0601179415039812
BarA-UvrY(SirA)_two-component_regulatory_system	0	0	0	0	0	0	0	0	0	0	40970	58445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34396	0	0	0	4460.36666666667	13995.8092458824	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Bile_hydrolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5740	4760	0	0	3934	0	0	0	0	0	0	0	0	0	0	481.133333333333	1487.15045115409	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Bile_hydrolysis_related_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5397	4760	0	0	3934	0	0	0	0	0	0	0	0	0	0	469.7	1446.07700348218	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Biotin_biosynthesis	0	0	0	0	0	0	20522	0	0	0	12730	0	0	0	23605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1895.23333333333	5967.27895988259	6.42329778506971	0.0402901243852539	1	0.0601179415039812
BlaR1_Family_Regulatory_Sensor-transducer_Disambiguation	0	0	0	0	0	0	0	0	0	0	0	1872	0	0	0	0	0	0	0	0	0	0	0	1165	0	0	0	1220	0	0	0	141.9	445.124573807037	6.42329778506971	0.0402901243852539	1	0.0601179415039812
CBSS-188.1.peg.9880	0	12217	0	11302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13292	0	0	0	0	0	0	0	0	0	0	0	0	1227.03333333333	3753.15606485081	6.42329778506971	0.0402901243852539	1	0.0601179415039812
CBSS-203122.12.peg.188	0	0	0	0	0	0	0	0	0	0	0	243	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	51.5666666666667	201.055436399385	6.42329778506971	0.0402901243852539	1	0.0601179415039812
CBSS-280355.3.peg.2835	0	0	0	0	0	0	533	0	0	0	900	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.5	276.671440894966	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Choline_Transport	0	0	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	861	0	76.4	234.287857133058	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Chorismate_Synthesis	0	0	0	0	0	0	28823	0	0	0	23383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16944	0	0	0	2305	7204.49668968792	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	0	0	0	0	0	0	91041	0	0	0	0	85999	0	0	102624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9322.13333333333	28532.4449086363	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Curli_production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	5	0	0	20	0	0	0	0	0	0	8.03333333333333	39.4553290254402	6.42329778506971	0.0402901243852539	1	0.0601179415039812
D-galactonate_catabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556	0	0	0	0	81	0	0	15	0	0	0	0	0	0	55.0666666666667	283.874174814189	6.42329778506971	0.0402901243852539	1	0.0601179415039812
F_plasmid_replication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	22	0	0	55	0	0	0	0	0	0	25.7333333333333	126.854228949211	6.42329778506971	0.0402901243852539	1	0.0601179415039812
H2:CoM-S-S-HTP_oxidoreductase	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0.566666666666667	2.02881540659149	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Hfl_operon	0	0	0	0	0	0	1147	0	0	0	990	0	2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.833333333333	511.5113564879	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Housecleaning_nucleoside_triphosphate_pyrophosphatases	0	0	0	0	0	0	0	0	0	0	0	0	19734	4202	0	0	0	0	0	0	0	0	0	15722	0	0	0	0	0	0	0	1321.93333333333	4555.57109431982	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Lipid_A_modifications	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1614	0	0	0	0	20	0	0	670	0	0	0	0	0	0	76.8	314.990355626853	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Malonate_decarboxylase	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	168	730	0	0	0	0	0	0	0	0	0	0	0	0	0	50.9333333333333	174.217251082413	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Multidrug_Resistance_Efflux_Pumps	0	0	0	0	0	0	0	0	0	0	933	0	2290	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.033333333333	462.841484992308	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Multiple_Antibiotic_Resistance_MAR_locus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	2	0	0	8	0	0	0	0	0	0	8.06666666666667	42.3205610201173	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Orphan_regulatory_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3334	0	0	0	0	19	0	0	706	0	0	0	0	0	0	135.3	617.703485947525	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Osmotic_stress_cluster	0	6811	0	0	8779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4897	0	0	682.9	2145.16777496741	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Peptidoglycan_biosynthesis--gjo	0	0	0	0	0	0	6442	0	0	0	7065	8168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722.5	2216.47145411272	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Phenol_hydroxylase	0	0	0	0	0	0	38	0	0	0	0	0	1382	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	71.5666666666667	280.777453085036	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Phenylpropionate_Degradation	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	449	0	0	0	0	24	0	0	0	0	0	0	0	0	0	15.8666666666667	81.9237380163693	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Siderophore_Aerobactin	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1862	0	0	0	0	0	0	0	29	0	0	0	0	0	0	63.1333333333333	339.793013397896	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Sugar-phosphate_stress_regulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	14	0	0	23	0	0	0	0	0	0	10.8333333333333	52.5711887354421	6.42329778506971	0.0402901243852539	1	0.0601179415039812
The_fimbrial_Sfm_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	643	0	0	0	0	70	0	0	0	0	0	0	0	0	0	23.8333333333333	117.636518882159	6.42329778506971	0.0402901243852539	1	0.0601179415039812
The_fimbrial_Stf_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	2	0	0	11	0	0	0	0	0	0	21.2666666666667	114.045040507546	6.42329778506971	0.0402901243852539	1	0.0601179415039812
The_usher_protein_HtrE_fimbrial_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	71	0	0	107	0	0	0	0	0	0	33.3666666666667	150.907480981202	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Urea_carboxylase_and_Allophanate_hydrolase_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0.466666666666667	1.47935991128813	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Ycd_cluster_(_putative_2-hydroxyacid_dehydrogenase_)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	20	0	0	14	0	0	0	0	0	0	11.8	58.3741794596396	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Yfa_cluster	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	817	0	0	0	0	25	0	0	0	0	0	0	0	0	0	28.3333333333333	149.030738170151	6.42329778506971	0.0402901243852539	1	0.0601179415039812
YggW	0	0	0	0	0	0	14888	0	0	0	0	0	35747	0	17545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2272.66666666667	7548.41194686275	6.42329778506971	0.0402901243852539	1	0.0601179415039812
YjbEFGH_Locus_Involved_in_Exopolysaccharide_Production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	43	0	0	6	0	0	0	0	0	0	17.8	88.5914294912908	6.42329778506971	0.0402901243852539	1	0.0601179415039812
ZZ_gjo_need_homes	0	0	0	0	0	0	0	0	0	0	26978	49352	0	31003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3577.76666666667	11357.2185269024	6.42329778506971	0.0402901243852539	1	0.0601179415039812
Conserved_cluster_in_Enterobacteriaceae_downstream_from_YqjA,_a_DedA_family_protein	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1260	0	0	0	0	39	0	0	17	0	0	0	0	0	0	44	229.792860247419	6.39868004223863	0.0407891150515153	1	0.0607429257545159
Fructose_and_Mannose_Inducible_PTS	0	25189	22287	23323	22650	25332	1824	0	0	25	6451	0	0	0	0	0	44	197	28643	0	4	0	13	0	40	0	12553	0	21259	12500	19	6744.46666666667	10333.1340097943	6.37143548777536	0.0413485574735461	1	0.061455306990094
Regulation_of_Oxidative_Stress_Response	0	0	47928	43439	44754	51269	0	3797	0	0	0	0	0	0	50732	0	0	4421	44573	0	0	3839	0	0	0	0	0	0	41381	0	0	11204.4333333333	19801.4860791729	6.30669826224326	0.0427088495365297	1	0.0633528531285508
Sporulation_Cluster	0	0	0	45535	42554	49996	0	0	0	0	0	0	79505	0	44612	0	0	0	50617	0	0	0	0	0	0	0	0	0	43873	0	0	11889.7333333333	22698.2475260541	6.28587616349658	0.043155816136185	1	0.0638908371703677
ESAT-6_proteins_secretion_system_in_Firmicutes	0	3628	0	0	20	16	0	0	0	0	0	0	0	0	0	0	0	78	56	248	0	0	17	0	0	27	0	0	0	0	0	136.333333333333	661.168731833276	6.26949339207048	0.0435107738850668	1	0.0642907731089291
Ubiquinone_Biosynthesis	0	0	0	4560	0	0	0	0	0	0	6292	6647	0	0	5258	0	0	0	0	0	0	0	0	0	0	0	0	3777	0	0	0	884.466666666667	2059.53901325671	6.24992084432716	0.0439386725865912	1	0.0647967194954011
r1t-like_streptococcal_phages	11720	0	10040	9140	11284	0	1342	2	0	4	0	0	13609	0	5	0	0	0	0	0	0	0	0	6851	0	0	2519	185	9712	2635	0	2634.93333333333	4481.10936028687	6.20364351245085	0.0449672084378233	1	0.0661847456230486
Vibrio_pathogenicity_island	3	2	8	10	3	2	0	0	0	0	8	38	16	0	4	0	0	0	0	0	0	0	0	3	2	20	9	0	6	11	2	4.83333333333333	8.13711519386084	6.13237410071943	0.0465984942613996	1	0.0684528268413584
Glycine_Biosynthesis	32220	28510	25806	22478	23505	29066	27167	32550	29253	29766	26509	39400	51077	14297	26089	41417	32083	40815	31870	28827	25889	30719	28593	19976	26426	31080	22133	23564	26993	21613	28551.5	28989.7	7164.56782222838	6.01548387096776	0.0494031083114218	1	0.0724324102515624
Central_meta-cleavage_pathway_of_aromatic_compound_degradation	0	0	0	0	0	0	0	0	0	0	12	0	2622	0	0	0	660	0	0	0	0	0	0	1069	0	0	0	5	0	0	0	145.6	519.1980952093	5.96833773087071	0.0505815261382084	1	0.0740169822640192
At4g17370	0	36	43	0	0	30	0	0	0	0	2	0	0	0	17	0	0	0	0	14	3	0	0	11	0	0	8	2	12	5	0	6.1	11.4239615086766	5.93409929078013	0.0514548967970168	1	0.0751499263432345
Nudix_proteins_(nucleoside_triphosphate_hydrolases)	14736	0	0	12647	0	0	2423	0	5692	0	0	0	23604	9107	0	0	4872	0	22266	0	0	0	0	11751	0	0	0	5585	17968	4812	0	4515.43333333333	7140.39492621373	5.80904707884287	0.0547748824573128	1	0.0798449248127752
Protein_YjgK_cluster_linked_to_biofilm_formation	34	57	75	34	27	28	0	0	19	0	0	53	96	29	55	0	546	0	14	43	0	27	0	0	37	0	22	40	30	14	27	42.6666666666667	98.2215417531603	5.55738386873123	0.0621197109150671	1	0.0903776216384278
Polyamine_Metabolism	0	0	0	0	116081	121432	0	0	0	0	0	0	0	0	0	0	0	0	112757	0	0	0	0	0	0	0	35626	0	94114	35264	0	17175.8	38709.6324254099	5.47498861047836	0.0647323433451557	1	0.0939983070031188
Glutamate_dehydrogenases	29276	28291	26360	24826	23686	29093	25767	27485	28543	24024	17361	37282	47051	17330	25001	0	25507	30916	29263	27157	22014	25313	25279	21290	23273	0	15205	21187	25627	15320	25296	23957.5666666667	8963.36860815994	5.46960391633287	0.0649068601046972	1	0.0940715104385478
CBSS-323097.3.peg.2594	0	0	0	0	0	0	0	0	560	0	0	0	0	119	272	0	0	0	0	0	0	0	0	0	0	0	248	0	0	259	0	48.6	125.872294341363	5.44189973614776	0.0658122118086189	1	0.0948396512375154
Phage_tail_proteins_2	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	204	0	0	0	8	12	0	0	13	0	0	0	0	0	0	17.1666666666667	61.7101586301714	5.44189973614776	0.0658122118086189	1	0.0948396512375154
Pyruvate_Alanine_Serine_Interconversions	0	54172	0	0	0	0	0	0	0	0	0	0	0	0	25297	0	0	0	0	0	0	0	0	33084	0	0	19626	0	0	19090	0	5042.3	12670.845093744	5.44189973614776	0.0658122118086189	1	0.0948396512375154
Methanopterin_biosynthesis2	12485	0	0	10008	0	0	11080	0	0	0	0	0	0	7044	9101	0	6657	0	0	11161	0	0	0	10852	0	0	9859	7925	11061	0	0	3574.43333333333	4902.32639132957	5.39719821162443	0.0672997265283006	1	0.0967992271507625
ABC_transporter_oligopeptide_(TC_3.A.1.5.1)	36441	0	0	34767	0	0	0	0	0	0	0	16966	16537	22499	11991	0	0	0	0	35408	0	0	0	0	0	0	0	8124	0	0	0	6091.1	11677.6802146895	5.34966960352422	0.0689182126215933	1	0.0987523727167631
Polyhydroxybutyrate_metabolism	0	6699	4046	7034	0	0	489	0	0	0	0	0	3711	2655	1303	0	0	0	0	0	0	0	0	0	0	0	0	2431	0	0	0	945.6	1970.17703738032	5.34966960352422	0.0689182126215933	1	0.0987523727167631
VC0266	4712	0	0	0	4399	4890	1261	0	0	57	2162	3128	0	0	1780	0	0	0	0	0	0	0	0	2327	0	0	2275	0	4001	0	0	1033.06666666667	1653.29760204252	5.29347242921012	0.070882180166257	1	0.101374891634005
NiFe_hydrogenase_maturation	0	9577	10556	0	9646	9313	0	3	0	0	0	0	0	0	0	0	529	0	11045	0	0	11	0	0	0	0	5399	0	0	0	0	1869.3	3848.50204759525	5.18565143824027	0.0748083537475848	1	0.106788572769622
CBSS-83333.1.peg.946	0	0	0	0	10694	11520	1046	0	0	0	0	0	0	0	4210	0	0	0	12950	0	0	0	0	0	0	0	5380	0	10242	0	0	1868.06666666667	3994.58911557858	5.16859571023875	0.0754490371622035	1	0.107299005945498
Peptidoglycan_Crosslinking_of_Peptide_Stems	0	5553	0	0	5194	5142	0	0	0	0	0	0	0	0	0	0	762	0	4962	0	0	4	0	0	29	0	0	0	0	0	0	721.533333333333	1798.83337161911	5.16859571023875	0.0754490371622035	1	0.107299005945498
L-Arabinose_utilization	1264	998	956	0	899	1261	0	55860	765	0	0	0	0	0	0	0	60260	61360	1023	57	59125	37985	0	1985	46708	0	1059	0	950	1014	924.5	11117.6333333333	21927.3094949769	4.76305535756711	0.0924092978990838	1	0.131172748703194
ClpAS_cluster	0	13012	0	0	0	0	15356	0	0	0	0	0	25283	0	12110	0	0	0	13361	0	0	0	0	12634	0	0	0	0	0	0	0	3058.53333333333	6561.37223207281	4.75626423690206	0.0927236125806192	1	0.131372894086186
Fatty_acid_metabolism_cluster	0	0	0	38	0	0	33	0	48	0	0	0	31	49	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	7.13333333333333	15.2964574067136	4.57709429380817	0.101413694073996	1	0.143417127067329
CBSS-222523.1.peg.1311	53101	0	0	0	56977	0	43758	0	0	0	0	0	85654	0	43131	0	0	0	0	0	0	0	0	0	0	0	0	39051	53184	0	0	12495.2	24102.7727241723	4.40809388911374	0.11035565025473	1	0.155772035182655
A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	0	0	61464	0	70126	0	13450	0	0	0	520	19604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11645	61535	0	0	7944.8	19730.5432111459	4.32359368676649	0.11511808591795	1	0.161191617487164
Lysozyme_inhibitors	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	64	0	0	52	0	0	0	0	0	0	16.7333333333333	70.1810139043579	4.2280891719745	0.120748599363935	1	0.161191617487164
Phage_capsid_proteins	0	0	674	0	0	606	0	0	0	0	0	0	0	0	0	0	0	0	859	0	4	0	0	0	0	0	0	0	0	0	0	71.4333333333333	220.213639737499	4.2280891719745	0.120748599363935	1	0.161191617487164
Respiratory_Complex_I	0	0	0	0	0	0	0	0	0	0	17864	8039	0	0	12711	0	0	0	6114	0	0	0	0	0	0	0	0	0	0	0	0	1490.93333333333	4218.23654879728	4.2280891719745	0.120748599363935	1	0.161191617487164
YgjD_and_YeaZ	0	0	0	0	16353	0	0	0	0	0	0	0	0	0	0	0	0	0	19792	0	0	0	0	13187	0	0	0	0	17563	0	0	2229.83333333333	5849.65401324836	4.2280891719745	0.120748599363935	1	0.161191617487164
Siderophore_Achromobactin	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.507416263404925	4.14285714285718	0.12600564500231	1	0.161191617487164
(GlcNAc)2_Catabolic_Operon	0	0	0	0	0	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	46.0666666666667	207.403144546596	4.13793103448279	0.126316386263028	1	0.161191617487164
A_toxin-antitoxin_module_cotranscribed_with_DinB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5.96666666666667	30.1450325676677	4.13793103448279	0.126316386263028	1	0.161191617487164
Acetyl-CoA_fermentation_to_Butyrate	0	0	0	0	0	0	5114	0	0	0	5363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.233333333333	1329.45214755691	4.13793103448279	0.126316386263028	1	0.161191617487164
Adhesion_of_Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.1	468.70182786957	4.13793103448279	0.126316386263028	1	0.161191617487164
Arsenic_resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	101	0	6.8	25.8795619000386	4.13793103448279	0.126316386263028	1	0.161191617487164
Bacteriophage_P4_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	0	35	0	0	0	0	0	0	0	0	0	23.9333333333333	124.641536590649	4.13793103448279	0.126316386263028	1	0.161191617487164
Benzoate_catabolism	0	0	0	0	0	0	6	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	3.95099289136113	4.13793103448279	0.126316386263028	1	0.161191617487164
Beta-lactamase	0	0	0	0	0	0	0	0	0	0	0	145	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	78.0179466533182	4.13793103448279	0.126316386263028	1	0.161191617487164
Biofilm_Adhesin_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	9	0	0	0	0	0	0	24.7	133.597736404528	4.13793103448279	0.126316386263028	1	0.161191617487164
Biofilm_formation_in_Staphylococcus	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233333333333333	0.971430986184577	4.13793103448279	0.126316386263028	1	0.161191617487164
Capsular_Polysaccharide_(CPS)_of_Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	27	0	0	0	0	0	0	0	0	0	23.1333333333333	121.706751387642	4.13793103448279	0.126316386263028	1	0.161191617487164
Capsular_Polysaccharides_Biosynthesis_and_Assembly	0	0	0	14542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21926	0	0	1215.6	4726.62575278565	4.13793103448279	0.126316386263028	1	0.161191617487164
Carbon_monoxide_induced_hydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0.566666666666667	2.59553108422831	4.13793103448279	0.126316386263028	1	0.161191617487164
CBSS-194948.1.peg.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	194	0	11.6666666666667	44.6784167080732	4.13793103448279	0.126316386263028	1	0.161191617487164
CBSS-243277.1.peg.4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8.26666666666667	44.1587522728943	4.13793103448279	0.126316386263028	1	0.161191617487164
CBSS-258594.1.peg.3339	2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2338	0	0	172.866666666667	661.264761693432	4.13793103448279	0.126316386263028	1	0.161191617487164
CBSS-316057.3.peg.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11663	0	0	0	0	0	0	0	0	11571	0	0	0	0	0	0	0	774.466666666667	2947.35212238601	4.13793103448279	0.126316386263028	1	0.161191617487164
CBSS-316273.3.peg.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0.3	1.14921262400498	4.13793103448279	0.126316386263028	1	0.161191617487164
CBSS-87626.3.peg.3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	0	0	681	0	46.8666666666667	178.450366582233	4.13793103448279	0.126316386263028	1	0.161191617487164
Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	32.6333333333333	124.248494983831	4.13793103448279	0.126316386263028	1	0.161191617487164
Coenzyme_F420_synthesis	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0.5	2.1131770492269	4.13793103448279	0.126316386263028	1	0.161191617487164
COG0398	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0.733333333333333	3.20488133443597	4.13793103448279	0.126316386263028	1	0.161191617487164
Conjugative_transfer_related_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21207	0	0	0	0	0	0	0	13252	0	0	0	0	0	0	1148.63333333333	4494.33205104579	4.13793103448279	0.126316386263028	1	0.161191617487164
Conserved_cluster_around_inner_membrane_protein_gene_yghQ,_probably_involved_in_polysaccharide_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	52	0	0	0	0	0	0	30	154.786616190561	4.13793103448279	0.126316386263028	1	0.161191617487164
D-ribose_utilization	0	0	5401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4803	0	0	340.133333333333	1296.79830493341	4.13793103448279	0.126316386263028	1	0.161191617487164
Fatty_acid_degradation_regulons	0	0	0	0	0	0	421	0	0	0	0	0	0	0	1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.8666666666667	312.742345570029	4.13793103448279	0.126316386263028	1	0.161191617487164
Heme,_hemin_uptake_and_utilization_systems_in_GramNegatives	0	0	0	0	0	0	0	0	0	0	8193	0	0	0	8949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571.4	2176.79700794381	4.13793103448279	0.126316386263028	1	0.161191617487164
Histidine_Biosynthesis	0	0	0	0	0	0	15649	0	0	0	0	0	0	0	17236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096.16666666667	4176.79738789664	4.13793103448279	0.126316386263028	1	0.161191617487164
Hydroxyaromatic_decarboxylase_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	89	0	0	0	0	0	0	0	0	0	13.9666666666667	61.858840046949	4.13793103448279	0.126316386263028	1	0.161191617487164
Hypothetical_Related_to_Dihydroorotate_dehydrogenase	0	0	0	0	5778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5526	0	0	376.8	1434.34008375353	4.13793103448279	0.126316386263028	1	0.161191617487164
Isoleucine_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14586	0	0	0	0	0	0	0	0	12238	0	0	0	0	0	0	0	894.133333333333	3416.67214308504	4.13793103448279	0.126316386263028	1	0.161191617487164
Leucine_Degradation_and_HMG-CoA_Metabolism	0	0	0	0	42111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37961	0	0	2669.06666666667	10172.0650869592	4.13793103448279	0.126316386263028	1	0.161191617487164
Lipopolysaccharide_assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13667	0	1196.7	4691.05869346326	4.13793103448279	0.126316386263028	1	0.161191617487164
Osmoprotectant_ABC_transporter_YehZYXW_of_Enterobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	7	0	0	0	0	0	0	15.7333333333333	84.8625392897988	4.13793103448279	0.126316386263028	1	0.161191617487164
